ID	_Class	_Lv	_ADD_MHP	_ADD_MSP	_ADD_ATK	_ADD_DEF	_ADD_ELE	_ADD_LUK	_ADD_ATK_MIN_DAM	_ADD_ATK_MAX_DAM	_ADD_ELE_MIN_DAM	_ADD_ELE_MAX_DAM	_ADD_Speed_X	_ADD_Speed_Y	_ADD_Rope_Speed_X	_ADD_Rope_Speed_Y	_ADD_WATER	_ADD_WIND	_ADD_FIRE	_ADD_EARTH	_ADD_DAMAGE_ABSOLUTE	_ADD_REDUCE_DAMAGE_ABSOLUTE	_ADD_DEF_PENETRATION	_ADD_ELE_PENETRATION	_ADD_JUMP_ATK	_ADD_NORMAL	_ADD_HEAVY	_BASE_CRITICAL_DAMAGE	_BASE_ELE_CRITICAL_DAMAGE	_CLASS_RECV_HP_FACTOR	_CLASS_RECV_SP_FACTOR	_ADD_PHY_HIT_RATE	_ADD_ELE_HIT_RATE	_ADD_PHY_DODGE_RATE	_ADD_ELE_DODGE_RATE	_ADD_BACK_DAM	_ADD_ELE_BACK_DAM	_ADD_ATK_ADD_FACTOR	_ADD_ATK_RATIO_FACTOR	_ADD_ELE_ADD_FACTOR	_ADD_ELE_RATIO_FACTOR	_ADD_AMOR	_ADD_ELE_DAMAGE_ABSOLUTE	_ADD_ELE_REDUCE_DAMAGE_ABSOLUTE	_ADD_WATER_MIN_DAM	_ADD_WATER_MAX_DAM	_ADD_WIND_MIN_DAM	_ADD_WIND_MAX_DAM	_ADD_FIRE_MIN_DAM	_ADD_FIRE_MAX_DAM	_ADD_EARTH_MIN_DAM	_ADD_EARTH_MAX_DAM	_ADD_RES_WATER	_ADD_RES_WIND	_ADD_RES_FIRE	_ADD_RES_EARTH	_RATIO_CRITICAL_DAM	_RATIO_ELE_CRITICAL_DAM
939	6	97	15522	10000	0	0	0	144	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	103	309	309	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	309	309	309	309	70	70
940	6	98	15453	10000	0	0	0	143	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	102	306	306	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	306	306	306	306	70	70
941	6	99	15384	10000	0	0	0	141	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	101	303	303	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	303	303	303	303	70	70
942	6	100	15318	10000	0	0	0	140	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	100	300	300	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	300	300	300	300	70	70
943	6	101	15252	10000	0	0	0	139	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	99	297	297	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	297	297	297	297	70	70
944	6	102	15186	10000	0	0	0	137	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	98	294	294	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	294	294	294	294	70	70
945	6	103	15120	10000	0	0	0	136	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	97	291	291	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	291	291	291	291	70	70
946	6	104	15054	10000	0	0	0	134	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	96	288	288	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	288	288	288	288	70	70
947	6	105	14988	10000	0	0	0	133	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	95	285	285	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	285	285	285	285	70	70
948	6	106	14922	10000	0	0	0	132	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	94	282	282	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	282	282	282	282	70	70
949	6	107	14856	10000	0	0	0	130	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	93	279	279	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	279	279	279	279	70	70
950	6	108	14790	10000	0	0	0	129	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	92	276	276	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	276	276	276	276	70	70
951	6	109	14724	10000	0	0	0	127	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	91	273	273	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	273	273	273	273	70	70
952	6	110	14661	10000	0	0	0	126	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	90	270	270	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	270	270	270	270	70	70
953	6	111	14598	10000	0	0	0	125	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	89	267	267	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	267	267	267	267	70	70
954	6	112	14535	10000	0	0	0	123	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	88	264	264	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	264	264	264	264	70	70
955	6	113	14472	10000	0	0	0	122	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	87	261	261	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	261	261	261	261	70	70
956	6	114	14409	10000	0	0	0	120	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	86	258	258	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	258	258	258	258	70	70
957	6	115	14346	10000	0	0	0	119	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	85	255	255	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	255	255	255	255	70	70
958	6	116	14283	10000	0	0	0	118	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	84	252	252	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	252	252	252	252	70	70
959	6	117	14220	10000	0	0	0	116	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	83	249	249	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	249	249	249	249	70	70
960	6	118	14157	10000	0	0	0	115	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	82	246	246	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	246	246	246	246	70	70
961	6	119	14094	10000	0	0	0	113	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	81	243	243	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	243	243	243	243	70	70
962	6	120	14031	10000	0	0	0	112	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	80	240	240	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	240	240	240	240	70	70
963	6	121	13971	10000	0	0	0	111	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	79	237	237	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	237	237	237	237	70	70
964	6	122	13911	10000	0	0	0	109	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	78	234	234	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	234	234	234	234	70	70
965	6	123	13851	10000	0	0	0	108	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	77	231	231	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	231	231	231	231	70	70
966	6	124	13791	10000	0	0	0	106	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	76	228	228	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	228	228	228	228	70	70
967	6	125	13731	10000	0	0	0	105	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	75	225	225	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	225	225	225	225	70	70
968	6	126	13671	10000	0	0	0	104	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	74	222	222	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	222	222	222	222	70	70
969	6	127	13611	10000	0	0	0	102	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	73	219	219	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	219	219	219	219	70	70
970	6	128	13551	10000	0	0	0	101	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	72	216	216	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	216	216	216	216	70	70
971	6	129	13491	10000	0	0	0	99	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	71	213	213	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	213	213	213	213	70	70
972	6	130	13431	10000	0	0	0	98	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	70	210	210	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	210	210	210	210	70	70
973	6	131	13371	10000	0	0	0	97	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	69	207	207	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	207	207	207	207	70	70
974	6	132	13311	10000	0	0	0	95	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	68	204	204	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	204	204	204	204	70	70
975	6	133	13254	10000	0	0	0	94	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	67	201	201	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	201	201	201	201	70	70
976	6	134	13197	10000	0	0	0	92	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	66	198	198	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	198	198	198	198	70	70
977	6	135	13140	10000	0	0	0	91	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	65	195	195	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	195	195	195	195	70	70
978	6	136	13083	10000	0	0	0	90	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	64	192	192	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	192	192	192	192	70	70
979	6	137	13026	10000	0	0	0	88	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	63	189	189	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	189	189	189	189	70	70
980	6	138	12969	10000	0	0	0	87	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	62	186	186	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	186	186	186	186	70	70
981	6	139	12912	10000	0	0	0	85	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	61	183	183	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	183	183	183	183	70	70
982	6	140	12855	10000	0	0	0	84	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	60	180	180	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	180	180	180	180	70	70
983	6	141	12798	10000	0	0	0	83	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	59	177	177	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	177	177	177	177	70	70
984	6	142	12741	10000	0	0	0	81	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	58	174	174	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	174	174	174	174	70	70
985	6	143	12684	10000	0	0	0	80	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	57	171	171	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	171	171	171	171	70	70
986	6	144	12627	10000	0	0	0	78	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	56	168	168	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	168	168	168	168	70	70
987	6	145	12573	10000	0	0	0	77	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	55	165	165	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	165	165	165	165	70	70
988	6	146	12519	10000	0	0	0	76	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	54	162	162	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	162	162	162	162	70	70
989	6	147	12465	10000	0	0	0	74	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	53	159	159	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	159	159	159	159	70	70
990	6	148	12411	10000	0	0	0	73	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	52	156	156	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	156	156	156	156	70	70
991	6	149	12357	10000	0	0	0	71	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	51	153	153	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	153	153	153	153	70	70
992	6	150	12303	10000	0	0	0	70	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	50	150	150	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	150	150	150	150	70	70
993	6	151	12249	10000	0	0	0	69	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	49	147	147	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	147	147	147	147	70	70
994	6	152	12195	10000	0	0	0	67	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	48	144	144	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	144	144	144	144	70	70
995	6	153	12141	10000	0	0	0	66	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	47	141	141	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	141	141	141	141	70	70
996	6	154	12087	10000	0	0	0	64	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	46	138	138	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	138	138	138	138	70	70
997	6	155	12033	10000	0	0	0	63	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	45	135	135	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	135	135	135	135	70	70
998	6	156	11979	10000	0	0	0	62	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	44	132	132	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	132	132	132	132	70	70
999	6	157	11928	10000	0	0	0	60	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	43	129	129	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	129	129	129	129	70	70
1000	6	158	11877	10000	0	0	0	59	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	42	126	126	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	126	126	126	126	70	70
1001	6	159	11826	10000	0	0	0	57	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	41	123	123	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	123	123	123	123	70	70
1002	6	160	11775	10000	0	0	0	56	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	40	120	120	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	120	120	120	120	70	70
1003	6	161	11724	10000	0	0	0	55	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	39	117	117	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	117	117	117	117	70	70
1004	6	162	11673	10000	0	0	0	53	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	38	114	114	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	114	114	114	114	70	70
1005	6	163	11622	10000	0	0	0	52	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	37	111	111	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	111	111	111	111	70	70
1006	6	164	11571	10000	0	0	0	50	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	36	108	108	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	108	108	108	108	70	70
1007	6	165	11520	10000	0	0	0	49	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	35	105	105	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	105	105	105	105	70	70
1008	6	166	11469	10000	0	0	0	48	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	34	102	102	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	102	102	102	102	70	70
1009	6	167	11418	10000	0	0	0	46	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	33	99	99	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	99	99	99	99	70	70
1010	6	168	11367	10000	0	0	0	45	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	32	96	96	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	96	96	96	96	70	70
1011	6	169	11316	10000	0	0	0	43	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	31	93	93	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	93	93	93	93	70	70
1012	6	170	11265	10000	0	0	0	42	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	30	90	90	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	90	90	90	90	70	70
1013	6	171	11217	10000	0	0	0	41	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	29	87	87	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	87	87	87	87	70	70
1014	6	172	11169	10000	0	0	0	39	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	28	84	84	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	84	84	84	84	70	70
1015	6	173	11121	10000	0	0	0	38	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	27	81	81	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	81	81	81	81	70	70
1016	6	174	11073	10000	0	0	0	36	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	26	78	78	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	78	78	78	78	70	70
1017	6	175	11025	10000	0	0	0	35	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	25	75	75	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	75	75	75	75	70	70
1018	6	176	10977	10000	0	0	0	34	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	24	72	72	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	72	72	72	72	70	70
1019	6	177	10929	10000	0	0	0	32	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	23	69	69	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	69	69	69	69	70	70
1020	6	178	10881	10000	0	0	0	31	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	22	66	66	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	66	66	66	66	70	70
1021	6	179	10833	10000	0	0	0	29	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	21	63	63	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	63	63	63	63	70	70
1022	6	180	10785	10000	0	0	0	28	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	20	60	60	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	60	60	60	60	70	70
1023	6	181	10737	10000	0	0	0	27	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	19	57	57	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	57	57	57	57	70	70
1024	6	182	10689	10000	0	0	0	25	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	18	54	54	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	54	54	54	54	70	70
1025	6	183	10641	10000	0	0	0	24	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	17	51	51	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	51	51	51	51	70	70
1026	6	184	10593	10000	0	0	0	22	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	16	48	48	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	48	48	48	48	70	70
1027	6	185	10548	10000	0	0	0	21	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	15	45	45	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	45	45	45	45	70	70
1028	6	186	10503	10000	0	0	0	20	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	14	42	42	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	42	42	42	42	70	70
1029	6	187	10458	10000	0	0	0	18	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	13	39	39	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	39	39	39	39	70	70
1030	6	188	10413	10000	0	0	0	17	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	12	36	36	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	36	36	36	36	70	70
1031	6	189	10368	10000	0	0	0	15	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	11	33	33	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	33	33	33	33	70	70
1032	6	190	10323	10000	0	0	0	14	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	10	30	30	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	30	30	30	30	70	70
1033	6	191	10278	10000	0	0	0	13	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	9	27	27	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	27	27	27	27	70	70
1034	6	192	10233	10000	0	0	0	11	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	8	24	24	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	24	24	24	24	70	70
1035	6	193	10188	10000	0	0	0	10	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	7	21	21	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	21	21	21	21	70	70
1036	6	194	10143	10000	0	0	0	8	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	6	18	18	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	18	18	18	18	70	70
1037	6	195	10098	10000	0	0	0	7	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	5	15	15	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	15	15	15	15	70	70
1038	6	196	10053	10000	0	0	0	6	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	4	12	12	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	12	12	12	12	70	70
1039	6	197	10008	10000	0	0	0	4	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	3	9	9	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	9	9	9	9	70	70
1040	6	198	9963	10000	0	0	0	3	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	2	6	6	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	6	6	6	70	70
1041	6	199	9918	10000	0	0	0	1	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	1	3	3	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	3	3	3	70	70
1042	6	200	9876	10000	0	0	0	0	25	25	25	25	140	0	0	0	50	50	50	50	1000	0	100	100	0	0	0	50	50	3	2	200	200	10	0	35	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	70
1043	7	80	17781	10000	0	0	0	126	75	25	25	25	160	0	0	0	50	50	50	50	1250	0	100	100	120	360	360	50	50	3	2	200	200	0	0	20	20	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	360	360	360	360	70	70
1044	7	81	17715	10000	0	0	0	125	75	25	25	25	160	0	0	0	50	50	50	50	1250	0	100	100	119	357	357	50	50	3	2	200	200	0	0	20	20	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	357	357	357	357	70	70
1045	7	82	17649	10000	0	0	0	124	75	25	25	25	160	0	0	0	50	50	50	50	1250	0	100	100	118	354	354	50	50	3	2	200	200	0	0	20	20	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	354	354	354	354	70	70
